Project ID,Project Leader,Project Title,Fellowship recipient,Fellowshiptype
DP0559273,"Flitney, A",Quantum decoherence: A game-theoretic perspective,Mr AP Flitney,APD
DP0559291,"Cook, L",The role of ecological specialisation in insect-plant macroevolutionary processes: a molecular phylogenetic approach across three kingdoms,Dr LG Cook,APD
DP0559325,"Lehrer, G",Geometric structures in representation theory,Prof GI Lehrer,APF
DP0559340,"Kluth, P",Structural Characterization of Ion Beam Synthesized Metallic Nanocrystals using Advanced Synchrotron based Analytical Techniques,Dr P Kluth,APD
DP0559372,"Baum, J",The Evolution and Diversification of Apicomplexan Cell Invasion Mechanisms,Dr J Baum,APD
DP0559377,"Pivonka, P",Numerical investigation of signal mechanotransduction of bone cells - application to bone remodeling,Dr P Pivonka,APD
DP0559398,"Gu, B",Theoretical and Numerical Analyses on Smart-Cut Technology,Dr B Gu,APD
DP0559414,"Nieminen, T",Optically-driven micromachines and microtools,Dr TA Nieminen,QEII
DP0559416,"Cemazar, M",Folding and dynamics of bioengineered cyclic cystine knot proteins ,Dr M Cemazar,APD
DP0559454,"Feng, Z","Intrinsically Unstructured Proteins (IUPs): NMR characterization, prediction,  and application to malarial proteome",Dr Z Feng,APD
DP0559504,"Sanderson, P",Designing for visual and auditory attention in complex high-tempo worlds,Dr MO Watson,APD
DP0559550,"Jensen, K",The role of the neuronal Hu proteins in the regulation of the BMP signalling pathway,Dr BK Dredge,APD
DP0559594,"Lu, G",TAILORING OF LAYERED DOUBLE HYDROXIDE NANOPARTICLES FOR EFFECTIVE DELIVERY OF BIOLOGICALLY ACTIVE PEPTIDES AND cDNAs,Dr Z Xu,APD
DP0559663,"Hudson, B",Early settlements in Upper Burma (Myanmar): an experiment in urban living,Mr B Hudson,APD
DP0559667,"Ang, I",Cultural Research for the 21st Century: Building Cultural Intelligence for a Complex World,Prof IM Ang,APF
DP0559719,"Lentfer, C","Palaeoenvironmental change, resource exploitation and land use relating to a 72,000 year cultural sequence at Liang Bua, Flores, Indonesia.",Ms CJ Lentfer,APD
DP0559779,"Blows, M",MULTIVARIATE QUANTITATIVE GENETICS AND THE LEK PARADOX,Dr KL McGuigan,APD
DP0559870,"Tiralongo, G",Regulation of cell surface sialylation by targeting the CMP-sialic acid transporter and sialyltransferase: Towards the development of anti-metastatic agents,Dr G Tiralongo,APD
DP0559872,"Zhao, Y",Improvement of Critical Current Density of High Temperature Superconductors by Reforming Microstructure at Nanoscale,Dr Y Zhao,APF
DP0559877,"Petersen, I",Uncertain Systems Theory applied to Nonlinear Robust Control and Filtering,Prof IR Petersen,APF
DP0560001,"Ciobanu, C",Order-disorder behaviour in Bi-tellurides: a tool to monitor gold scavenging by Bi-Te melts ,Dr CL Ciobanu,APD
DP0560139,"Carruthers, A",Intercommunal and Translocal Space in Fairfield: Tracking Indochinese Australian Lives,Dr AJ Carruthers,APD
DP0560146,"Gray-Weale, A",Disorder and Dynamics in Superionic Conductors,Dr AA Gray-Weale,APD
DP0662752,"Warren, C",How do plants cope with temporal variability in water and nutrients?,Dr CR Warren,QEII
DP0662755,"Shao, R",Recombination of mitochondrial genomes: what can we learn from chigger mites?,Dr R Shao,APD
DP0662804,"Landman, K",Multi-scale modelling of cell migration in developmental biology,Dr MJ Simpson,APD
DP0662810,"Rowell, G",Very high energy gamma-ray astronomy in Australia and the development of future gamma-ray detectors,Dr GP Rowell,QEII
DP0662831,"Luiten, A",Developing New Clocks for Australia: Testing the Assumptions of Modern Physics,Dr CR Locke,APD
DP0662884,"Henderson-Sellers, A",Stable water isotopic simulation and analysis to improve Earth System models and deliver better predictions of Australian water resource vulnerability,Dr A Henderson-Sellers,APF
DP0662929,"Collins, F",Australian Screen Comedy,Dr SL Bye,APD
DP0662946,"Wanless, I",Analysis of the structure of latin squares,Dr IM Wanless,QEII
DP0662962,"Burns, B",Functional complexity of modern marine stromatolites,Dr BP Burns,ARF
DP0662967,"Velayutham, S",Transnational Affect and the Moral Economies of Temporary Skilled Migration of South Indians to Australia,Dr S Velayutham,APD
DP0663020,"Featherstone, W",Ellipsoidal physical geodesy - improved global and local gravity field modelling,Prof Dr WE Featherstone,APF
DP0663046,"Aubret, F",Does adaptive plasticity play a significant role in the initial colonisation of novel habitats?,Mr F Aubret,APD
DP0663123,"Mai-Duy, N","Meshless, numerical modelling for polymer processing",Dr N Mai-Duy,APD
DP0663124,"Nimmo, L",The role of retrieval cues when remembering over the short term,Dr LM Nimmo,APD
DP0663144,"Cheney, K",The function and maintenance of aggressive mimics: the cleaner fish - fangblenny system  ,Dr KL Cheney,APD
DP0663147,"Padgham, L",Service-oriented negotiation and coordination in multi-agent systems,Dr QB Vo,APD
DP0663152,"Serbin, J",Fabrication of complete photonic band gap structures by two-photon polymerization and subsequent infiltration with high refractive index materials,Dr J Serbin,APD
DP0663159,"Eyre, B","Unraveling Pathways of Nitrogen Cycling in the Sediments of Shallow Coastal Systems using Biomarkers, Stable Isotope Tracer Experiments and Modeling",Dr P Cook,APD
DP0663161,"Gao, Q","Band gap engineering of novel (In,Ga)SbN epitaxial semiconductors for high-performance long-wavelength optoelectronic devices",Dr Q Gao,APD
DP0663184,"Xie, Y",Optimal Topological Design of 3D Continuum Structures for Crashworthiness,Dr X Huang,APD
DP0663243,"Shane, M",Australian rushes: unearthing the function of root clusters and sand-binding roots,Dr MW Shane,APD
DP0663247,"Carter, K",Novel Bioinformatics approaches for genetics and data linkage,Dr KW Carter,APD
DP0663264,"Parker, C",The Impact of ACCC Enforcement Action: Evaluating the explanatory and normative power of responsive regulation and responsive law,Dr CE Parker,ARF
DP0663269,"Hanley, J",The Role Of Halide Melts In Platinum-Group Element Mobility,Mr JJ Hanley,APD
DP0663276,"Handfield, T",Probability and necessity in the physical sciences,Dr T Handfield,APD
DP0663314,"Reynolds, K",Self-categorization and personal identity:  Integrating group and personality processes,Dr K Reynolds,ARF
DP0663330,"Jin, C","Broadcasting 3D Audio: Recording, Transmission, and Playback",Dr CT Jin,QEII
DP0663345,"Baumert, M",Towards early detection of upper airway obstruction in children: investigation of autonomic control,Mr M Baumert,APD
DP0663351,"Arnold, D",Motion and Spatial Coding in Vision,Dr DH Arnold,APD
DP0663365,"Dragomir, N",Quantitative polarisation phase microscopy: A new tool for advances in structural analysis and biophotonics,Dr NM Dragomir,APD
DP0663390,"Hillman, B",Social Networks and Political Change in Contemporary Rural China,Mr BT Hillman,APD
DP0663444,"Tran, C",Advancing x-ray imaging into new dimensions using interferometry and phase-space tomography,Dr CQ Tran,ARF
DP0663550,"Coleman, M",Dispersal and gene flow in habitat-forming algae,Dr MA Coleman,APD
DP0663574,"Evans, J",Postcopulatory sexual selection and intraspecific variation in sperm competition traits,Dr JP Evans,QEII
DP0663575,"Cowlishaw, G",Social Relations Among Urban Aborigines in Sydney's Western Suburbs.,Prof GK Cowlishaw,APF
DP0663587,"Bellm, S",Probing Electron Dynamics in the Molecular Frame,Dr SM Bellm,APD
DP0663617,"Withers, R",An integrated approach towards the development of new generation RF/microwave dielectric materials,Dr Y Liu,QEII
DP0663635,"Wilde, S",Trust and the Changing Moral Economy of Australian Medicine,Dr SD Wilde,APD
DP0663643,"Morley, S",Polar Cap Region Boundary Dynamics,Dr SK Morley,APD
DP0663694,"Li, Q",Carrier dynamics in III-V semiconductor quantum dots and nanostructures,Dr Q Li,APD
DP0663724,"Prawer, S",Diamond Based Quantum Information Processing,Dr P Olivero,APD
DP0663724,"Prawer, S",Diamond Based Quantum Information Processing,Dr P Reichart,APD
DP0663764,"Gill, G","Rites of Power: Symbolism, Ritual and Politics in the Soviet Union and Russia",Prof GJ Gill,APF
DP0663776,"Braddon-Mitchell, D","Personal Identity, Consciousness and Agency",Dr AL Roskies,APD
DP0663781,"Haddad, P",Enhanced peak capacity in ion chromatography through gradient elution and multidimensional separations,Dr RA Shellie,APD
DP0663785,"Rozenfeld, A","Radiation protection for space, aviation, and terrestrial applications: the development of novel radiation detectors and computational techniques",Dr IM Cornelius,APD
DP0663841,"Yang, Y",Agent-based coordination and negotiation technologies for decentralised service workflow management,Dr J Yan,APD
DP0663854,"Hearn, G",New Media in the Urban Village: Mapping Communicative Ecologies and Socio-Economic Innovation in Emerging Inner-City Residential Developments,Mr M Foth,APD
DP0663875,"Sumner, J",Testing Theories of Historical Divergence using South Eastern Australian Reptiles,Dr JM Sumner,APD
DP0663901,"Anstey, M",The Grammar of Biblical Hebrew: Functional and Corpus Analyses,Mr MP Anstey,APD
DP0663935,"Ralph, T",Optical Quantum Computation,A/Prof TC Ralph,APF
DP0663936,"Miller, K",A unified theory of the individual - a central problem in analytical philosophy ,Ms K Miller,APD
DP0663953,"Swaminatha-Iyer, K",Fabrication of robust nanoscale optical biosensors using the novel spinning disc reactor technology ,Dr KL Swaminatha-Iyer,APD
DP0663967,"Davies, M","Mechanisms and consequences of oxidation of glycosaminoglycans, proteins and proteoglycans by myeloperoxidase-derived oxidants",Dr MD Rees,APD
DP0664105,"Karakas, A",Nucleosynthesis of low and intermediate mass stars: A study into the origin of the elements,Dr AI Karakas,APD
DP0664177,"Thornton, M",EEO in a Culture of Uncertainty,Prof MR Thornton,APF
DP0664267,"Gruetzner, F",Many Ys in monotremes: multiple sex chromosomes and sex determination in platypus and echidna,Dr FS Gruetzner,ARF
DP0664279,"Harvey, L",Teimu (The Garden of Dreams): aural and aesthetic attributes of Japanese gardens as models for spatial environments,Mr MD Fowler,APD
DP0664339,"Eastwood, M",Symmetry in Differential Geometry,Prof MG Eastwood,APF
DP0664374,"Belmessous, S",Assimilation and Empire,Dr S Belmessous,APD
DP0664386,"Li, D",Electronically Conducting Nanofibres and Assemblies,Dr D Li,QEII
DP0664412,"Hassan, R","Speed, Time and the Political Process in Australia",Dr R Hassan,ARF
DP0664448,"Taylor, R",From Race to the Genome: the Tasmanian Aboriginal People in the Scientific Imagination,Dr RT Taylor,APD
DP0664451,"Christopher, E",Australia's Black Past: the shared history of transatlantic slave trading and convict transportation to Africa and Australia,Dr EL Christopher,APD
DP0664501,"Nesic, D",Finite-dimensional Sampled-data  Control of Nonlinear Spatially Distributed Parameter Systems,Dr Y Tan,APD
DP0664550,"Cowling, M",Geometry on Nilpotent Groups,Mr BT Warhurst,APD
DP0664608,"Jepps, O",Modelling of transdermal transport using computational molecular simulation,Dr OG Jepps,APD
DP0664665,"Burd, M",Individual behaviour and collective order: the traffic dynamics of ants,Dr A Dussutour,APD
DP0664832,"Rosenbaum, G",Geodynamic evolution of the Banda Arc,Dr G Rosenbaum,APD
DP0664838,"Stace, T",Decoherence and Quantum Simulations of Spin-Environment systems,Dr TM Stace,APD
DP0664869,"Chenoweth, S",A Genomic Dissection of Natural Adaptation in Mate Recognition,Dr SF Chenoweth,ARF
DP0664992,"Ling, C",Fast Decoding for Multi-Input Multi-Output Wireless Communications,Mr C Ling,APD
DP0665032,"Kuhlmey, B",ARROW - the route to better Photonic Crystal Fibres,Dr B Kuhlmey,APD
DP0665038,"Nielsen, S",Thallium isotopes: a novel geochemical tracer to map recycling in Earth's mantle,Mr SG Nielsen,APD
DP0665045,"Gatens, M",George Eliot: Literature as Experimental Philosophy,Prof MJ Gatens,APF
DP0665056,"Mason, M",Regulation of ion homeostasis by two-component signalling elements,Dr MG Mason,APD
DP0665057,"Jones, C",Modern Low Oxidation State/Low Coordination Main Group Chemistry: A New Domain for Australian Science,Prof C Jones,APF
DP0665058,"McGuinness, D",The development of homogeneous catalytic processes for the manufacture of new chemical products derivable from Australia's resources,Dr D McGuinness,QEII
DP0665065,"Jordan, M",The First Chemically Accurate Tools in Theoretical Materials Research,Dr MJ Jordan,ARF
DP0665079,"Moore, M",How Do Stone Tools Reflect Cognition Among the First Australians and their Precursors?,Mr M Moore,APD
DP0665082,"Genovese, A","Has Feminism Failed the Family? A History of Equality, Law and Reform",Dr AL Genovese,APD
DP0665094,"Kelsey, D","Tectonic links between the Musgrave Province and the North Australian Craton: correlations, event chronology, and tectonothermal regimes.",Dr DE Kelsey,APD
DP0665098,"Fowler, A",Implementing large-scale solid-state quantum computation,Mr AG Fowler,APD
DP0665138,"Jacobsen, T","Sexual contracts in Burma and Cambodia: Intersections of Desire, Duty and Debt",Dr TA Jacobsen,APD
DP0665169,"Chen, M",Novel Chlorophylls and New Directions in Photosynthesis,Dr TS Bibby,APD
DP0665194,"Tingay, M",Crustal Stress Field of SE Asia,Dr MR Tingay,APD
DP0665223,"Bach, U","DNA Directed Nanofabrication  - A novel, universal, highly parallel bottom-up assembly approach",Dr U Bach,ARF
DP0665250,"Cosgrove, R",Chinese Middle to Late Pleistocene hominid behaviour: exploring cultural variability through time and space,Dr S Wang,APD
DP0665254,"de Beuzeville, L",The linguistic use of space in Auslan (Australian Sign Language): semantic roles and grammatical relations in three dimensions,Ms LA de Beuzeville,APD
DP0665301,"Spence, D",Direct deep-ultraviolet tunable laser sources generating continuous and ultra-short-pulse radiation for photonics applications.,Dr DJ Spence,APD
DP0665303,"Elsdon, T",Bottom-up effects of nutrients on estuarine fish related ecosystems,Mr TS Elsdon,APD
DP0665326,"Heazle, M","Global Warming, Iraq, and the Washington Consensus: Three Case Studies on the Role of Specialist Advice in Policy Making",Dr MA Heazle,APD
DP0665330,"Byron, M","Textual Ontogeny and the Understanding of Modernist Texts: A Case Study of Samuel Beckett's Novel, Watt",Dr MS Byron,APD
DP0665337,"Craig, J","If men did more housework, would women have more babies? Cross-national fertility rates and the gender division of labour ",Ms JP Craig,APD
DP0665363,"Pogson, B",Elucidating the interactions between drought tolerance and photoprotection in plants,Dr J Rossel,APD
DP0665401,"Bomzon, Z",A biophotonics-based approach to the study of cell-mechanics,Mr Z Bomzon,APD
DP0665402,"Curthoys, I",Functional Assessment of Head-eye Coordination during Driving,Dr HG MacDougall,APD
DP0665430,"Sadedin, S",Simulation studies of gene flow and genetic diversity in heterogeneous landscapes,Ms S Sadedin,APD
DP0665446,"Kwan, A",Zinc finger domains as scaffolds for protein engineering ,Dr AH Kwan,APD
DP0665456,"Shanks, G",The Impact of Information about Data Quality on Decision Making,Dr RJ Price,APD
DP0665471,"Hobbs, R",Setting and achieving realistic restoration goals in human-dominated ecosystems,Prof RJ Hobbs,APF
DP0665518,"Carter, P",Recreating Public Space: Poetics in the Production of Public Space,Dr EC Potter,APD
DP0665611,"Taylor, P","Ethnic, Religious and Social Bases of Community in the Mekong Delta of Vietnam",Dr PK Taylor,QEII
DP0665730,"Fleming, P",Sugar and water handling by honeyeaters and sunbirds,Dr TJ McWhorter,APD
DP0665736,"Sheard, G",Supersonic flow past micro-scale particles: Industrial applications,Dr K Ryan,APD
DP0665744,"Burry, M",Acts of electronic negotiation: Overcoming communication barriers to transdisciplinary innovation in design,Mr AL Burrow,APD
