Project ID,Scheme,Submission Year,Commencement Year,Administering Organisation,State/ Territory,Investigators,Project Title,National/Community Benefit,Primary FoR/RFCD,Primary FoR/RFCD Description,Funding Award,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
DP110100598,DP,2010,2011,The University of Newcastle,NSW,Sheng Prof Daichao; Dr Richard S Merifield,Mechanics of partially saturated soils and Its applications,"The project aims to study the fundamental behaviour of Australian natural soils under varying water contents and loading conditions. Some immediate applications include the design of foundations on reactive soils and the analysis of rainfall-induced landslides. In both cases, the aim is to improve the design method and hence reduce the damage cost.",0905,CIVIL ENGINEERING,"$230,000",,,,,,,,,,"$80,000","$75,000","$75,000",,,,,
DP110100784,DP,2010,2011,The University of Melbourne,Vic,Hudson Dr Damien; Prof Andy Choo; Prof William C Earnshaw,Understanding how cells compact and segregate DNA in vertebrates,How a cell compacts and divides its DNA is still a major unanswered question in biology. This project will determine the way in which a cell compacts its DNA nearly ten thousand fold to allow the faithful and accurate segregation to daughter nuclei.,0604,GENETICS,"$230,000",,,,,,,,,,"$80,000","$75,000","$75,000",,,,,
DP110101168,DP,2010,2011,James Cook University,Qld,Baird Dr Andrew H; Dr Joana C Figueiredo,"Climate change, larval dispersal and patterns of connectivity in coral metapopulations",Patterns of connectivity among coral populations are virtually unknown and these patterns are likely to change with changing climate. This project will test how temperature and pH will change patterns of coral dispersal in order to assist the design of an effective marine reserve network throughout the Great Barrier Reef.,0602,ECOLOGY,"$225,000",,,,,,,,,,"$75,000","$75,000","$75,000",,,,,
DP110101275,DP,2010,2011,The Flinders University of South Australia,SA,Beheregaray A/Prof Luciano B; Dr Luciana M Moller; A/Prof Jonathan M Waters,"History, transport, or temperature: solving the riddle of Australia's temperate marine biodiversity",Maintaining a healthy and biologically diverse marine environment is essential for sustaining economic development. This project will integrate different research fields to answer fundamental questions about marine biodiversity. This will improve the capacity to identify priorities for conservation planning and sustainable use of Australia's marine assets.,0604,GENETICS,"$225,000",,,,,,,,,,"$75,000","$75,000","$75,000",,,,,
DP110101473,DP,2010,2011,The Flinders University of South Australia,SA,Pope Dr Kenneth J; Em/Prof John O Willoughby; Prof David M Powers; Dr Trent W Lewis,Enhanced brain and muscle signal separation verified by electrical scalp recordings from paralysed awake humans,"This project will develop algorithms to separate brain signals from muscle signals in electrical recordings from the scalp. Cleaner brain signal measurement enables improvements in understanding how the brain works, the diagnosis and management of neurological diseases, and the development of brain-controlled devices for very disabled people.",0906,ELECTRICAL AND ELECTRONIC ENGINEERING,"$225,000",,,,,,,,,,"$75,000","$75,000","$75,000",,,,,
DP110102704,DP,2010,2011,The University of Newcastle,NSW,Braslavsky Dr Julio H; Dr Hernan Haimovich,Algebraic and geometric methods in switched control system analysis and design,"The theory of switched control systems underpins complex network technologies that enable cleaner, more efficient and sustainable energy, transport and industry. The research aims to extend the fundamental knowledge base in systems and control, contributing to maintain the solid world-class reputation of Australia in the field.",0102,APPLIED MATHEMATICS,"$225,000",,,,,,,,,,"$75,000","$75,000","$75,000",,,,,
DP110102854,DP,2010,2011,The University of Melbourne,Vic,Holmes Prof Leslie T,Police corruption: an underestimated legitimacy and security risk,"This project analyses police corruption in four states and makes recommendations for reducing it. While most states now recognise corruption as a problem, many are reluctant to address the issue of police corruption; yet when police officers collude with organised crime (for example, in drugs or arms trafficking), corruption can be a serious security risk.",1606,POLITICAL SCIENCE,"$316,000",,,,,,,,,,"$72,000","$169,000","$75,000",,,,,
DP110104287,DP,2010,2011,The University of Sydney,NSW,Butt Dr Simon A,Indonesia's Constitutional Court: safeguarding democratic transition?,"This project analyses the Indonesian Constitutional Court's decisions in election-related cases. It examines the Court's role in maintaining democracy and, ultimately, the national unity of Indonesia. By explaining how Indonesian democracy 'works', this project will enhance Australia's economic, political and cultural engagement with Indonesia.",1801,LAW,"$300,000",,,,,,,,,,"$85,000","$65,000","$75,000","$75,000",,,,
DP110104927,DP,2010,2011,The University of Adelaide,SA,Goodman Dr Brett A,The physiology of biome shifts and macroevolutionary change: how did Australian skinks colonise the arid zone so successfully?,"This project will examine two of Australia's most diverse lizard lineages, Lerista and Ctenotus, and will identify the physiological and morphological traits that enabled them to adaptively radiate within the arid zone. It will highlight those traits likely to be adaptive for environments predicted to become widespread under climate change.",0603,EVOLUTIONARY BIOLOGY,"$300,000",,,,,,,,,,"$75,000","$75,000","$75,000","$75,000",,,,
DP110105020,DP,2010,2011,The Australian National University,ACT,Stoljar Prof Daniel; Prof Frank C Jackson,Philosophical progress,"Understanding the nature and possibility of progress in philosophy will shed light not only on philosophy as a funded research discipline within the university system in Australia, but also on the nature of research within the humanities and social sciences more generally.",2203,PHILOSOPHY,"$230,000",,,,,,,,,,"$80,000","$75,000","$75,000",,,,,
DP110105040,DP,2010,2011,James Cook University,Qld,Laurance Prof Dr William F,Impacts of habitat disruption and global change on liana-tree interactions,"This project will test whether tropical rainforests in Australia, the Amazon, and Borneo respond similarly to key environmental threats, habitat fragmentation and global-change phenomena. If forests in all three regions are affected similarly, then research in tropical Australia could help predict the fate of imperilled rainforests around the world.",0502,ENVIRONMENTAL SCIENCE AND MANAGEMENT,"$225,000",,,,,,,,,,"$75,000","$75,000","$75,000",,,,,
DP110105200,DP,2010,2011,"University of Technology, Sydney",NSW,Ralph Prof Peter J; Prof David M Kramer,Peridinin-chlorophyll-protein complex: unravelling the unique photosynthetic apparatus of dinoflagellates in response to climatic variation,"Dinoflagellates sustain the food chain. They live in coral and in ice, and also create toxic algal blooms. This project will dissect the unique photosynthetic machinery of these organisms to learn how they adapt and thrive in extreme environments. This new knowledge will predict how dinoflagellate-based ecosystems will respond to future climate change.",0607,PLANT BIOLOGY,"$230,000",,,,,,,,,,"$80,000","$75,000","$75,000",,,,,
DP110105296,DP,2010,2011,The University of Western Australia,WA,Hu Prof Xiao-Zhi; Prof Paul I Ichim,Development of a hydroxyapatite-containing ceramic composite core dental implant system with effective variable elastic properties,The proposed dental implant system with a bio-active 'effective ligament' and thus variable elastic properties is closer to the natural tooth structure than the current high modulus metal and ceramic implants. The new implant system provides clinical longevity by promoting hard tissue growth and by reducing the stress concentration.,0912,MATERIALS ENGINEERING,"$230,000",,,,,,,,,,"$80,000","$75,000","$75,000",,,,,
DP120100614,DP,2011,2012,The University of New South Wales,NSW,Dr Christopher William Tyler; Dr Mark Matthias Schira; Prof Michael John Breakspear,Application of high resolution functional brain imaging to the topographic organisation of object perception,"This project will translate recent technological advancements for imaging the cortical areas responsible for visual perception such as object recognition and reading. It will produce brain maps of unprecedented detail, closing gaps in our present knowledge.",1109,NEUROSCIENCES,"$250,000",,,,,,,,,,,"$100,000","$75,000","$75,000",,,,
